num_samples,time_bits,shots,shots_per_sample,seed,observed_indices,missing_indices,coverage_fraction,exact_reconstruction,minimum_index_count,maximum_index_count,count_standard_deviation,count_coefficient_of_variation,time_distribution_tvd
4,2,16,4.0,412,4,0,1.0,True,2,5,1.224744871391589,0.30618621784789724,0.125
4,2,16,4.0,422,4,0,1.0,True,3,5,0.7071067811865476,0.1767766952966369,0.0625
4,2,16,4.0,432,4,0,1.0,True,2,5,1.224744871391589,0.30618621784789724,0.125
4,2,16,4.0,442,4,0,1.0,True,2,5,1.224744871391589,0.30618621784789724,0.125
4,2,16,4.0,452,4,0,1.0,True,1,7,2.23606797749979,0.5590169943749475,0.25
4,2,16,4.0,462,4,0,1.0,True,3,6,1.224744871391589,0.30618621784789724,0.125
4,2,16,4.0,472,4,0,1.0,True,3,5,0.7071067811865476,0.1767766952966369,0.0625
4,2,16,4.0,482,4,0,1.0,True,2,6,1.5811388300841898,0.39528470752104744,0.1875
4,2,16,4.0,492,4,0,1.0,True,3,5,0.7071067811865476,0.1767766952966369,0.0625
4,2,16,4.0,502,4,0,1.0,True,2,6,1.4142135623730951,0.3535533905932738,0.125
4,2,16,4.0,512,4,0,1.0,True,1,8,2.7386127875258306,0.6846531968814576,0.3125
4,2,16,4.0,522,4,0,1.0,True,1,8,3.082207001484488,0.770551750371122,0.375
4,2,16,4.0,532,4,0,1.0,True,2,9,2.9154759474226504,0.7288689868556626,0.3125
4,2,32,8.0,42,4,0,1.0,True,5,10,2.1213203435596424,0.2651650429449553,0.125
4,2,32,8.0,52,4,0,1.0,True,7,9,0.7071067811865476,0.08838834764831845,0.03125
4,2,32,8.0,62,4,0,1.0,True,6,9,1.224744871391589,0.15309310892394862,0.0625
4,2,32,8.0,72,4,0,1.0,True,2,12,3.7416573867739413,0.46770717334674267,0.1875
4,2,32,8.0,82,4,0,1.0,True,3,15,4.415880433163924,0.5519850541454905,0.21875
4,2,32,8.0,92,4,0,1.0,True,5,10,1.8708286933869707,0.23385358667337133,0.09375
4,2,32,8.0,102,4,0,1.0,True,6,10,1.5811388300841898,0.19764235376052372,0.09375
4,2,32,8.0,112,4,0,1.0,True,5,11,2.5495097567963922,0.31868871959954903,0.15625
4,2,32,8.0,122,4,0,1.0,True,5,10,1.8708286933869707,0.23385358667337133,0.09375
4,2,32,8.0,132,4,0,1.0,True,5,11,2.23606797749979,0.2795084971874737,0.125
4,2,32,8.0,142,4,0,1.0,True,3,12,3.391164991562634,0.42389562394532926,0.1875
4,2,32,8.0,152,4,0,1.0,True,6,13,2.9154759474226504,0.3644344934278313,0.15625
4,2,32,8.0,162,4,0,1.0,True,5,11,2.23606797749979,0.2795084971874737,0.125
4,2,32,8.0,172,4,0,1.0,True,6,12,2.345207879911715,0.29315098498896436,0.125
4,2,32,8.0,182,4,0,1.0,True,6,10,1.5811388300841898,0.19764235376052372,0.09375
4,2,32,8.0,192,4,0,1.0,True,3,12,3.24037034920393,0.4050462936504913,0.15625
4,2,32,8.0,202,4,0,1.0,True,7,10,1.224744871391589,0.15309310892394862,0.0625
4,2,32,8.0,212,4,0,1.0,True,7,9,0.7071067811865476,0.08838834764831845,0.03125
4,2,32,8.0,222,4,0,1.0,True,6,10,1.5811388300841898,0.19764235376052372,0.09375
4,2,32,8.0,232,4,0,1.0,True,7,9,0.7071067811865476,0.08838834764831845,0.03125
4,2,32,8.0,242,4,0,1.0,True,5,12,2.5495097567963922,0.31868871959954903,0.125
4,2,32,8.0,252,4,0,1.0,True,6,10,1.4142135623730951,0.1767766952966369,0.0625
4,2,32,8.0,262,4,0,1.0,True,5,10,1.8708286933869707,0.23385358667337133,0.09375
4,2,32,8.0,272,4,0,1.0,True,7,9,0.7071067811865476,0.08838834764831845,0.03125
4,2,32,8.0,282,4,0,1.0,True,6,10,1.5811388300841898,0.19764235376052372,0.09375
4,2,32,8.0,292,4,0,1.0,True,6,9,1.224744871391589,0.15309310892394862,0.0625
4,2,32,8.0,302,4,0,1.0,True,2,12,3.7416573867739413,0.46770717334674267,0.1875
4,2,32,8.0,312,4,0,1.0,True,7,9,0.7071067811865476,0.08838834764831845,0.03125
4,2,32,8.0,322,4,0,1.0,True,7,10,1.224744871391589,0.15309310892394862,0.0625
4,2,32,8.0,332,4,0,1.0,True,5,11,2.23606797749979,0.2795084971874737,0.125
4,2,32,8.0,342,4,0,1.0,True,6,10,1.5811388300841898,0.19764235376052372,0.09375
4,2,32,8.0,352,4,0,1.0,True,6,10,1.5811388300841898,0.19764235376052372,0.09375
4,2,32,8.0,362,4,0,1.0,True,5,10,2.1213203435596424,0.2651650429449553,0.125
4,2,32,8.0,372,4,0,1.0,True,6,9,1.224744871391589,0.15309310892394862,0.0625
4,2,32,8.0,382,4,0,1.0,True,6,10,1.5811388300841898,0.19764235376052372,0.09375
4,2,32,8.0,392,4,0,1.0,True,6,12,2.449489742783178,0.30618621784789724,0.125
4,2,32,8.0,402,4,0,1.0,True,6,11,2.1213203435596424,0.2651650429449553,0.125
4,2,32,8.0,412,4,0,1.0,True,6,9,1.224744871391589,0.15309310892394862,0.0625
4,2,32,8.0,422,4,0,1.0,True,7,9,1.0,0.125,0.0625
4,2,32,8.0,432,4,0,1.0,True,5,10,1.8708286933869707,0.23385358667337133,0.09375
4,2,32,8.0,442,4,0,1.0,True,5,10,2.1213203435596424,0.2651650429449553,0.125
4,2,32,8.0,452,4,0,1.0,True,3,12,3.391164991562634,0.42389562394532926,0.1875
4,2,32,8.0,462,4,0,1.0,True,7,11,1.7320508075688772,0.21650635094610965,0.09375
4,2,32,8.0,472,4,0,1.0,True,6,10,1.4142135623730951,0.1767766952966369,0.0625
4,2,32,8.0,482,4,0,1.0,True,6,10,1.5811388300841898,0.19764235376052372,0.09375
4,2,32,8.0,492,4,0,1.0,True,7,10,1.224744871391589,0.15309310892394862,0.0625
4,2,32,8.0,502,4,0,1.0,True,5,11,2.1213203435596424,0.2651650429449553,0.09375
4,2,32,8.0,512,4,0,1.0,True,3,13,3.8078865529319543,0.4759858191164943,0.21875
4,2,32,8.0,522,4,0,1.0,True,3,14,4.636809247747852,0.5796011559684815,0.28125
4,2,32,8.0,532,4,0,1.0,True,5,15,4.06201920231798,0.5077524002897476,0.21875
4,2,64,16.0,42,4,0,1.0,True,13,19,2.5495097567963922,0.15934435979977452,0.078125
4,2,64,16.0,52,4,0,1.0,True,15,17,0.7071067811865476,0.04419417382415922,0.015625
4,2,64,16.0,62,4,0,1.0,True,12,18,2.345207879911715,0.14657549249448218,0.0625
4,2,64,16.0,72,4,0,1.0,True,8,21,4.949747468305833,0.30935921676911454,0.125
4,2,64,16.0,82,4,0,1.0,True,9,26,6.284902544988268,0.3928064090617667,0.15625
4,2,64,16.0,92,4,0,1.0,True,11,19,3.0,0.1875,0.078125
4,2,64,16.0,102,4,0,1.0,True,13,19,2.5495097567963922,0.15934435979977452,0.078125
4,2,64,16.0,112,4,0,1.0,True,12,21,3.6742346141747673,0.22963966338592295,0.109375
4,2,64,16.0,122,4,0,1.0,True,12,19,2.5495097567963922,0.15934435979977452,0.0625
4,2,64,16.0,132,4,0,1.0,True,12,20,3.1622776601683795,0.19764235376052372,0.09375
4,2,64,16.0,142,4,0,1.0,True,9,22,4.949747468305833,0.30935921676911454,0.140625
4,2,64,16.0,152,4,0,1.0,True,13,23,4.123105625617661,0.2576941016011038,0.109375
4,2,64,16.0,162,4,0,1.0,True,11,20,3.391164991562634,0.21194781197266463,0.09375
4,2,64,16.0,172,4,0,1.0,True,13,22,3.5355339059327378,0.2209708691207961,0.09375
4,2,64,16.0,182,4,0,1.0,True,13,18,2.1213203435596424,0.13258252147247765,0.0625
4,2,64,16.0,192,4,0,1.0,True,9,22,4.636809247747852,0.28980057798424075,0.109375
4,2,64,16.0,202,4,0,1.0,True,14,19,1.8708286933869707,0.11692679333668567,0.046875
4,2,64,16.0,212,4,0,1.0,True,14,17,1.224744871391589,0.07654655446197431,0.03125
4,2,64,16.0,222,4,0,1.0,True,14,18,1.5811388300841898,0.09882117688026186,0.046875
4,2,64,16.0,232,4,0,1.0,True,15,17,1.0,0.0625,0.03125
4,2,64,16.0,242,4,0,1.0,True,11,22,3.9370039370059056,0.2460627460628691,0.09375
4,2,64,16.0,252,4,0,1.0,True,14,18,1.4142135623730951,0.08838834764831845,0.03125
4,2,64,16.0,262,4,0,1.0,True,11,19,3.082207001484488,0.1926379375927805,0.078125
4,2,64,16.0,272,4,0,1.0,True,15,18,1.224744871391589,0.07654655446197431,0.03125
4,2,64,16.0,282,4,0,1.0,True,13,19,2.23606797749979,0.13975424859373686,0.0625
4,2,64,16.0,292,4,0,1.0,True,13,18,1.8708286933869707,0.11692679333668567,0.046875
4,2,64,16.0,302,4,0,1.0,True,7,22,5.522680508593631,0.3451675317871019,0.140625
4,2,64,16.0,312,4,0,1.0,True,15,17,0.7071067811865476,0.04419417382415922,0.015625
4,2,64,16.0,322,4,0,1.0,True,14,19,1.8708286933869707,0.11692679333668567,0.046875
4,2,64,16.0,332,4,0,1.0,True,12,20,3.1622776601683795,0.19764235376052372,0.09375
4,2,64,16.0,342,4,0,1.0,True,13,19,2.23606797749979,0.13975424859373686,0.0625
4,2,64,16.0,352,4,0,1.0,True,14,19,2.1213203435596424,0.13258252147247765,0.0625
4,2,64,16.0,362,4,0,1.0,True,12,19,2.7386127875258306,0.1711632992203644,0.078125
4,2,64,16.0,372,4,0,1.0,True,13,18,1.8708286933869707,0.11692679333668567,0.046875
4,2,64,16.0,382,4,0,1.0,True,14,19,2.1213203435596424,0.13258252147247765,0.0625
4,2,64,16.0,392,4,0,1.0,True,13,21,3.082207001484488,0.1926379375927805,0.078125
4,2,64,16.0,402,4,0,1.0,True,13,20,2.7386127875258306,0.1711632992203644,0.078125
4,2,64,16.0,412,4,0,1.0,True,13,18,2.1213203435596424,0.13258252147247765,0.0625
4,2,64,16.0,422,4,0,1.0,True,14,17,1.224744871391589,0.07654655446197431,0.03125
4,2,64,16.0,432,4,0,1.0,True,12,19,2.5495097567963922,0.15934435979977452,0.0625
4,2,64,16.0,442,4,0,1.0,True,11,19,3.3166247903554,0.2072890493972125,0.09375
4,2,64,16.0,452,4,0,1.0,True,9,22,4.949747468305833,0.30935921676911454,0.140625
4,2,64,16.0,462,4,0,1.0,True,14,20,2.449489742783178,0.15309310892394862,0.0625
4,2,64,16.0,472,4,0,1.0,True,14,18,1.4142135623730951,0.08838834764831845,0.03125
4,2,64,16.0,482,4,0,1.0,True,13,19,2.5495097567963922,0.15934435979977452,0.078125
4,2,64,16.0,492,4,0,1.0,True,14,18,1.5811388300841898,0.09882117688026186,0.046875
4,2,64,16.0,502,4,0,1.0,True,12,21,3.24037034920393,0.20252314682524564,0.078125
4,2,64,16.0,512,4,0,1.0,True,9,23,5.385164807134504,0.3365728004459065,0.15625
4,2,64,16.0,522,4,0,1.0,True,9,24,6.2048368229954285,0.3878023014372143,0.1875
4,2,64,16.0,532,4,0,1.0,True,13,25,5.196152422706632,0.3247595264191645,0.140625
4,2,128,32.0,42,4,0,1.0,True,26,38,4.743416490252569,0.14823176532039278,0.0703125
4,2,128,32.0,52,4,0,1.0,True,26,39,4.949747468305833,0.15467960838455727,0.0703125
4,2,128,32.0,62,4,0,1.0,True,23,38,5.612486080160912,0.1753901900050285,0.0703125
4,2,128,32.0,72,4,0,1.0,True,28,36,3.1622776601683795,0.09882117688026186,0.046875
4,2,128,32.0,82,4,0,1.0,True,29,35,2.23606797749979,0.06987712429686843,0.03125
4,2,128,32.0,92,4,0,1.0,True,25,36,4.301162633521313,0.13441133229754104,0.0546875
4,2,128,32.0,102,4,0,1.0,True,27,39,4.358898943540674,0.13621559198564606,0.0546875
4,2,128,32.0,112,4,0,1.0,True,24,40,6.324555320336759,0.19764235376052372,0.09375
4,2,128,32.0,122,4,0,1.0,True,19,42,9.82344135219425,0.3069825422560703,0.1484375
4,2,128,32.0,132,4,0,1.0,True,24,41,6.284902544988268,0.19640320453088336,0.0859375
4,2,128,32.0,142,4,0,1.0,True,27,35,3.082207001484488,0.09631896879639025,0.0390625
4,2,128,32.0,152,4,0,1.0,True,24,42,6.782329983125268,0.21194781197266463,0.09375
4,2,128,32.0,162,4,0,1.0,True,28,37,3.24037034920393,0.10126157341262282,0.0390625
4,2,128,32.0,172,4,0,1.0,True,28,37,3.391164991562634,0.10597390598633231,0.046875
4,2,128,32.0,182,4,0,1.0,True,27,40,5.1478150704935,0.1608692209529219,0.0703125
4,2,128,32.0,192,4,0,1.0,True,31,33,0.7071067811865476,0.02209708691207961,0.0078125
4,2,128,32.0,202,4,0,1.0,True,22,37,5.958187643906492,0.18619336387207788,0.078125
4,2,128,32.0,212,4,0,1.0,True,30,34,2.0,0.0625,0.03125
4,2,128,32.0,222,4,0,1.0,True,24,46,9.055385138137417,0.2829807855667943,0.125
4,2,128,32.0,232,4,0,1.0,True,28,37,3.6742346141747673,0.11481983169296148,0.0546875
4,2,128,32.0,242,4,0,1.0,True,27,39,5.196152422706632,0.16237976320958225,0.078125
4,2,128,32.0,252,4,0,1.0,True,29,39,4.123105625617661,0.1288470508005519,0.0546875
4,2,128,32.0,262,4,0,1.0,True,23,39,6.4031242374328485,0.20009763241977652,0.09375
4,2,128,32.0,272,4,0,1.0,True,26,36,3.9370039370059056,0.12303137303143455,0.0546875
4,2,128,32.0,282,4,0,1.0,True,28,34,2.345207879911715,0.07328774624724109,0.03125
4,2,128,32.0,292,4,0,1.0,True,29,35,2.23606797749979,0.06987712429686843,0.03125
4,2,128,32.0,302,4,0,1.0,True,27,38,4.301162633521313,0.13441133229754104,0.0625
4,2,128,32.0,312,4,0,1.0,True,30,37,2.9154759474226504,0.09110862335695782,0.0390625
4,2,128,32.0,322,4,0,1.0,True,29,35,2.5495097567963922,0.07967217989988726,0.0390625
4,2,128,32.0,332,4,0,1.0,True,29,36,3.082207001484488,0.09631896879639025,0.046875
4,2,128,32.0,342,4,0,1.0,True,30,34,1.5811388300841898,0.04941058844013093,0.0234375
4,2,128,32.0,352,4,0,1.0,True,22,42,7.106335201775948,0.22207297505549836,0.0859375
4,2,128,32.0,362,4,0,1.0,True,24,38,5.477225575051661,0.1711632992203644,0.078125
