condition,gate_error_enabled,readout_error_enabled,thermal_relaxation_enabled,seed_simulator,simulation_seconds,shots,observed_indices,coverage_fraction,modal_correct_indices,modal_amplitude_accuracy,normalized_modal_mae,correct_basis_shot_fraction,amplitude_bit_error_rate,joint_distribution_tvd,time_distribution_tvd,exact_reconstruction,backend_name,backend_class,backend_num_qubits,num_samples,amplitude_bits,time_bits,logical_qubits,data_seed,optimization_level,seed_transpiler,initial_layout,final_layout,transpiled_depth,transpiled_size,selected_readout_error_mean,selected_readout_error_max,selected_t1_seconds_mean,selected_t2_seconds_mean,two_qubit_gate_count,swap_count,calibrated_gate_count,missing_calibration_count,calibration_error_budget,independent_gate_success_proxy,calibrated_duration_seconds
ideal,False,False,False,42,0.022699500084854662,2048,4,1.0,4,1.0,0.0,1.0,0.0,0.01318359375,0.01318359375,True,fake_nairobi,FakeNairobiV2,7,4,4,2,6,42,2,82,4-3-2-0-5-1,1-3-2-0-4-5,190,246,0.026716666666666666,0.05800000000000005,9.940685236631248e-05,7.72489665936874e-05,94,0,240,0,0.8357893642050573,0.4335321315849941,3.9921777777777783e-05
ideal,False,False,False,52,0.02121799997985363,2048,4,1.0,4,1.0,0.0,1.0,0.0,0.005859375,0.005859375,True,fake_nairobi,FakeNairobiV2,7,4,4,2,6,42,2,82,4-3-2-0-5-1,1-3-2-0-4-5,190,246,0.026716666666666666,0.05800000000000005,9.940685236631248e-05,7.72489665936874e-05,94,0,240,0,0.8357893642050573,0.4335321315849941,3.9921777777777783e-05
ideal,False,False,False,62,0.02329649997409433,2048,4,1.0,4,1.0,0.0,1.0,0.0,0.0224609375,0.0224609375,True,fake_nairobi,FakeNairobiV2,7,4,4,2,6,42,2,82,4-3-2-0-5-1,1-3-2-0-4-5,190,246,0.026716666666666666,0.05800000000000005,9.940685236631248e-05,7.72489665936874e-05,94,0,240,0,0.8357893642050573,0.4335321315849941,3.9921777777777783e-05
readout_only,False,True,False,42,0.04597239999566227,2048,4,1.0,4,1.0,0.0,0.85205078125,0.049560546875,0.14794921875,0.0078125,True,fake_nairobi,FakeNairobiV2,7,4,4,2,6,42,2,82,4-3-2-0-5-1,1-3-2-0-4-5,190,246,0.026716666666666666,0.05800000000000005,9.940685236631248e-05,7.72489665936874e-05,94,0,240,0,0.8357893642050573,0.4335321315849941,3.9921777777777783e-05
readout_only,False,True,False,52,0.030812000040896237,2048,4,1.0,4,1.0,0.0,0.849609375,0.0487060546875,0.150390625,0.00244140625,True,fake_nairobi,FakeNairobiV2,7,4,4,2,6,42,2,82,4-3-2-0-5-1,1-3-2-0-4-5,190,246,0.026716666666666666,0.05800000000000005,9.940685236631248e-05,7.72489665936874e-05,94,0,240,0,0.8357893642050573,0.4335321315849941,3.9921777777777783e-05
readout_only,False,True,False,62,0.03165620006620884,2048,4,1.0,4,1.0,0.0,0.86181640625,0.0458984375,0.13818359375,0.02392578125,True,fake_nairobi,FakeNairobiV2,7,4,4,2,6,42,2,82,4-3-2-0-5-1,1-3-2-0-4-5,190,246,0.026716666666666666,0.05800000000000005,9.940685236631248e-05,7.72489665936874e-05,94,0,240,0,0.8357893642050573,0.4335321315849941,3.9921777777777783e-05
gate_thermal,True,False,True,42,0.0946440000552684,2048,4,1.0,4,1.0,0.0,0.46337890625,0.218017578125,0.53662109375,0.0205078125,True,fake_nairobi,FakeNairobiV2,7,4,4,2,6,42,2,82,4-3-2-0-5-1,1-3-2-0-4-5,190,246,0.026716666666666666,0.05800000000000005,9.940685236631248e-05,7.72489665936874e-05,94,0,240,0,0.8357893642050573,0.4335321315849941,3.9921777777777783e-05
gate_thermal,True,False,True,52,0.09555760002695024,2048,4,1.0,4,1.0,0.0,0.45458984375,0.2235107421875,0.54541015625,0.02001953125,True,fake_nairobi,FakeNairobiV2,7,4,4,2,6,42,2,82,4-3-2-0-5-1,1-3-2-0-4-5,190,246,0.026716666666666666,0.05800000000000005,9.940685236631248e-05,7.72489665936874e-05,94,0,240,0,0.8357893642050573,0.4335321315849941,3.9921777777777783e-05
gate_thermal,True,False,True,62,0.10916039999574423,2048,4,1.0,4,1.0,0.0,0.4501953125,0.2257080078125,0.5498046875,0.03515625,True,fake_nairobi,FakeNairobiV2,7,4,4,2,6,42,2,82,4-3-2-0-5-1,1-3-2-0-4-5,190,246,0.026716666666666666,0.05800000000000005,9.940685236631248e-05,7.72489665936874e-05,94,0,240,0,0.8357893642050573,0.4335321315849941,3.9921777777777783e-05
full_calibration,True,True,True,42,0.11713060003239661,2048,4,1.0,4,1.0,0.0,0.40576171875,0.243408203125,0.59423828125,0.02001953125,True,fake_nairobi,FakeNairobiV2,7,4,4,2,6,42,2,82,4-3-2-0-5-1,1-3-2-0-4-5,190,246,0.026716666666666666,0.05800000000000005,9.940685236631248e-05,7.72489665936874e-05,94,0,240,0,0.8357893642050573,0.4335321315849941,3.9921777777777783e-05
